titol,preu,venedor,label,catalog_number,media_condition,sleeve_condition,rating,shipped_from,link
"Don Cherry, Jean Schwarz - Roundtrip (1977) (Live at Théâtre Récamier, Paris) (LP, Album)",€58.83,Il_Ladro_Di_Anime,Transversales Disques,TRS26,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.67,Ships From:France,https://www.discogs.com/sell/item/2687511255
"Sauveur Mallia - Spatial & Co Vol. 2 (LP, Ltd, RE)",£20.00,RangeRecords,Tele Music,"TM 3076, BEWITH 122 LP","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.86,Ships From:United Kingdom,https://www.discogs.com/sell/item/3637394322
"Swing Family - Music Force (LP, Album, RE)",£20.00,RangeRecords,Be With Records,"BEWITH 124 LP, TM 3099","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.00,Ships From:United Kingdom,https://www.discogs.com/sell/item/3637394100
"Le Millipede - Legs and Birds (2xLP, Album, Ltd, Ora)",€24.90,priced-to-move,Dhyana Records,"dhy082, GF082, HM 88","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),3.00,Ships From:Germany,https://www.discogs.com/sell/item/3281712082
"Algiers (2) - Shook (2xLP, Album, Ltd, Gol)",€16.90,priced-to-move,Matador,OLE1784LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.46,Ships From:Germany,https://www.discogs.com/sell/item/3524434982
"Herbie Hancock - Sextant (LP, Album, Club, RE, Lun)",A$77.00,plugseven,Columbia,19658819721,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.64,Ships From:Australia,https://www.discogs.com/sell/item/3894532180
"Gin Tonic Orchestra - Shyance (LP, Album)",£25.99,Juno_Records,Floors Records,FLR002,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:United Kingdom,https://www.discogs.com/sell/item/3821120975
"Bandler Ching - Coaxial (LP, Album)",£29.99,Juno_Records,Sdban Ultra,SDBANULP30,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.50,Ships From:United Kingdom,https://www.discogs.com/sell/item/3821116106
"Daddario - Quinto Quarto (12"", EP)",£14.50,Juno_Records,Ragoo Records,RGV02,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:United Kingdom,https://www.discogs.com/sell/item/3821122685
"Drumtomski - Imperia (LP, Album)",€20.83,vinyldigital.de,Not On Label,none,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Germany,https://www.discogs.com/sell/item/3894466582
"Carlos Niño & Friends - (I'm just) Chillin', on Fire (2xLP, Album)",$27.69,hyybriid,International Anthem Recording Company,IARC0067,"Near Mint (NM or M-)

                    



                                                A nearly perfect record",Near Mint (NM or M-),4.53,Ships From:United States,https://www.discogs.com/sell/item/3894463534
"KVL - Volume 2 (LP, Album)",$15.00,TheRecordSale,Astral Spirits,"AS213, STR007","Near Mint (NM or M-)

                    



                                                A nearly perfect record",Near Mint (NM or M-),4.88,Ships From:United States,https://www.discogs.com/sell/item/3591267930
30/70 - Art Make Love (LP),$20.00,AmoebaSF,Energy Exchange Records,EXRECLP001,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.95,Ships From:United States,https://www.discogs.com/sell/item/3894436630
"MOb* - Mob 1 (LP, Album, Ltd, Num, Blu)",€29.00,ROCK-MUSIC-STORE,Veego Records,VR024,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/3894436102
"MOb* - Mob 1 (LP, Album, Ltd, Num, Blu)",€29.00,ROCK-MUSIC-STORE,Veego Records,VR024,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/3894436093
"Gregory Porter - Liquid Spirit (10th Anniversary Special Edition) (3xLP, Album)",£30.00,MC-JB,Blue Note,0602448994738,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.68,Ships From:United Kingdom,https://www.discogs.com/sell/item/3894430756
"Gregory Porter - Liquid Spirit (10th Anniversary Special Edition) (3xLP, Album)",£34.99,MC-JB,Blue Note,0602448994738,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.68,Ships From:United Kingdom,https://www.discogs.com/sell/item/3894430774
"Various - Killer Songs : Le son des Séries noires (2xLP, Comp)",€30.00,Vieuxmons,[PIAS] Le Label,PIASLL220LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:France,https://www.discogs.com/sell/item/3894402616
"John Raymond (4), S. Carey (2) - Shadowlands (LP, Album, Ltd, Cle)",$14.27,Silverplatters,Libellule Editions,LE1001,"Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),4.80,Ships From:United States,https://www.discogs.com/sell/item/3894217006
"Unknown Artist - Everything You're About To Hear Is True 2 (12"")",£13.98,seroye,Everything You're About To Hear Is True,EVERYTHING002,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.45,Ships From:United Kingdom,https://www.discogs.com/sell/item/2869923874
"Ray Barretto / The Dells / Jimmy ""Bo"" Horne - Pastime / Paper / Spank (12"", W/Lbl)",£15.24,seroye,Respect (6),none,"Mint (M)

                    



                                                Absolutely perfect in every way",N/A,4.67,Ships From:United Kingdom,https://www.discogs.com/sell/item/3021661034
Rupert Cox (3) - Search Party (LP),£35.00,seroye,Albert's Favourites,ALBF-LP016,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:United Kingdom,https://www.discogs.com/sell/item/2865022540
"And Is Phi - Double Pink (LP, Album)",£21.49,seroye,Albert's Favourites,ALBF-LP015,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:United Kingdom,https://www.discogs.com/sell/item/2865022654
"Lady Blackbird - Remix Dubplate #002 (7"", Gre)",£14.94,seroye,Foundation Music (6),FMPLB003,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.71,Ships From:United Kingdom,https://www.discogs.com/sell/item/2870349847
"Guest (17) - Guest Mini Edits Vol.3 (7"", RP, Whi)",£13.49,seroye,Cuts (2),CUTSX006,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:United Kingdom,https://www.discogs.com/sell/item/2610709968
"Jazz N Palms - Jazz N Palms 07 (12"")",£13.98,seroye,Jazz N Palms,JNP07,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:United Kingdom,https://www.discogs.com/sell/item/3243423470
"Minimal Orchestra (2) - Lift Off (LP, Album, Ltd, Blu)",€22.00,Hauptsache-Musik,IOT Records,IOT83LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),4.60,Ships From:Germany,https://www.discogs.com/sell/item/3094560453
"Fabiano Do Nascimento* - Mundo Solo (LP, Album)",€37.00,Hauptsache-Musik,Far Out Recordings,FARO241LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:Germany,https://www.discogs.com/sell/item/2839807705
"Ash Walker - Astronaut (LP, Album, Ltd, Num, Ros)",€30.00,Hauptsache-Musik,Night Time Stories,ALNLP67,"Near Mint (NM or M-)

                    



                                                A nearly perfect record",Near Mint (NM or M-),4.83,Ships From:Germany,https://www.discogs.com/sell/item/2751983713
"The Notwist - Vertigo Days Live From Alien Research Center (LP, Album)",€35.00,Hauptsache-Musik,Morr Music,mm 194,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.61,Ships From:Germany,https://www.discogs.com/sell/item/3403144221
"Lori Vambe - Space-Time Dreamtime: The Four-Dimensional Music Of Lori Vambe (LP, Album, RE, RM + LP, Album, RE, RM + Box, Comp,)",€40.00,Hauptsache-Musik,Strut,"STRUT340LP, STRUT340LP1, STRUT340LP2, DRUM 1, none","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Germany,https://www.discogs.com/sell/item/2769840070
"Bohren & Der Club Of Gore - Bohren For Beginners (3xLP, Comp, RE)",€34.89,Hauptsache-Musik,[PIAS],PIASD5016LP3,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.69,Ships From:Germany,https://www.discogs.com/sell/item/3224072869
"Madlib - Shades Of Blue (Madlib Invades Blue Note) (2xLP, Album, RE, 180)",€45.00,Hauptsache-Musik,Blue Note,"5507723, 00602455077233","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.67,Ships From:Germany,https://www.discogs.com/sell/item/3632412147
"Asher Gamedze - Turbulence And Pulse (2xLP, Album)",€32.00,Hauptsache-Musik,International Anthem Recording Company,"IARC0057, M3H013","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.54,Ships From:Germany,https://www.discogs.com/sell/item/3152587634
"SPES - Contact (Expanded Edition) (LP, Ltd)",€28.00,Hauptsache-Musik,Return To Analog,RTA-095,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.00,Ships From:Germany,https://www.discogs.com/sell/item/3109189392
"Likwid Continual Space Motion - EP2 (12"", EP, Ltd)",€18.00,Hauptsache-Musik,Super-Sonic Jazz,SSJ17,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Germany,https://www.discogs.com/sell/item/2821124560
"Moggi - Tra Scienza E Fantascienza (LP, Album, Ltd, RE, RM, Blu)",€32.89,Hauptsache-Musik,Musica Per Immagini,MPI-LP013,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.43,Ships From:Germany,https://www.discogs.com/sell/item/2961809836
"Resavoir - Resavoir (LP, Album)",€30.00,Hauptsache-Musik,International Anthem Recording Company,IARC0072,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.71,Ships From:Germany,https://www.discogs.com/sell/item/3701422153
"Algiers (2) - Shook (2xLP, Album, Ltd, Gol)",€14.89,Hauptsache-Musik,Matador,OLE1784LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.46,Ships From:Germany,https://www.discogs.com/sell/item/3652067208
